,0,$2b$12$27UwPtgiv4tfLS6OKGzlau0pYK0OJmQdNdbMOn9Rcv2uSIRbQd1ba,陳冠霖,02-78240971,xiuying79@test.com,1,2024-05-01 03:28:46,female,台灣,台北市,大安區,雲和街,1號,,,1980-04-15
,0,$2b$12$lodCuSAqwgd4BS2EodOc7uOnzFzzqetBExs6gUSiaCT.YNdRN37uu,冷美玲,0916535278,xshen@test.com,1,2024-04-21 06:14:29,male,台灣,台北市,大安區,雲和街,2號,,,1993-07-22
,0,$2b$12$XuWRar4g5dGf5VUZmuuyQOk66VEamJDeRHeqO0Y32WkZQeZUfMlMy,雷柏翰,06-4351905,ping35@test.com,1,2024-01-18 03:28:31,male,台灣,台北市,大安區,雲和街,3號,,,1974-01-08
,0,$2b$12$Owix.o/YBHEdkPb/8cZoJuaCIgGq8XGUcCviStwSoCjTS0x22Ch1W,侯佳玲,04-11794302,yshi@test.com,1,2024-06-09 04:13:35,female,台灣,台北市,大安區,雲和街,4號,,,2001-09-13
,0,$2b$12$kSVQIF.6USuvnYmvOtchzuAFsJftTA.SKLnKsTpiEcPit13PXy4DG,黃雅萍,05-32733880,yanyan@test.com,1,2024-07-26 09:12:23,female,台灣,台北市,大安區,雲和街,5號,,,1986-03-29
,0,$2b$12$Uz65/pLjP46Lke31HrVfce1KYd2rlSVmv8EJpIOPfYnAC7NNnT8JK,張雅惠,0915463678,qiang03@test.com,1,2024-06-17 04:28:25,female,台灣,台北市,大安區,雲和街,6號,,,1965-10-02
,0,$2b$12$8PI1O7v9MTmCPHYrZ9c0ve.p/VmYej.0upNmQB1ku9LQVjo2J/Q46,曾傑克,00-9539814,vyan@test.com,1,2024-05-22 10:00:59,female,台灣,台北市,大安區,雲和街,7號,,,1978-06-17
,0,$2b$12$fPZR0iEBa923fyehRuqOWO5y4yS4bnfx51l.wOwUDA75ipSANK49S,溫惠雯,07-25867977,xiazhao@test.com,1,2024-07-02 10:53:50,male,台灣,台北市,大安區,雲和街,8號,,,1998-11-23
,0,$2b$12$ZQiVJyLAT8/oNQ0trPXIROEywnh.keinwdaVbwZ4o5WTu23gImLtO,曾馨儀,00-98089947,ahan@test.com,1,2024-02-13 12:54:57,female,台灣,台北市,大安區,雲和街,9號,,,1983-12-31
,0,$2b$12$iVPsUzNWZvDWDS4l9GyJY.y./NhK7W5BPl4af7kZx1zpj6RSBaFGe,陳雅惠,02-9690516,gang04@test.com,1,2024-07-28 12:39:46,male,台灣,台北市,大安區,雲和街,10號,,,2000-08-07
